Standard_Bangla,dialect_speech,English_translation
অনেক আগে দেখেছি আমার অনেক ভালো লেগেছিলো।আবার দেখলাম মজা পাইলাম ১৭-১০-২০১৮,"অনেক আগে দেখছি, মোর অনেক ভালো লেগেআছেলেো। আবার দেখলাম মজা পাইলাম।",
অনেক খারাপ লাখছে���,অনেক খারাপ লাগজে।,
অনেক দিন পর সরকার ভালো একটা ইনিংস খেললেন,অনেক দিন পর সরকার একছের ভালো খ্যালছে।,
অনেক বার এই সিনেমা টা দেখেছি ���,অনেক বার এই সিনেমাটা দেখছি।,
অনেক বড় অপরাদ করছে তাকে জনগন জুতা পিটা করা উচিত,অনেক বড় অপরাধ হরছে তাকে জনগন জোতা পিটা হরা উচিৎ।,
অনেক ভালো কতা বলেন পাপন,অনেক ভালো কতা কয় পাপন।,
অনেক ভালো খেলা হয়েছে‌। আবু হায়দার রনি অনেক ভালো খেলেছে।মালান নিয়মিত ভালো খেলা উপহার দিতে ছে।,অনেক ভালো খেলা অইছে। আবু হায়দার রনি অনেক ভালো খ্যালছে।মালান নিয়মিত ভালো খেলা উপহার দিতে আলহে।,
অনেকেই শখের বশে কবুতর পালন করেন,অনেক মানুই সখের লইজ্ঞা কইতর  পালে,Many keep pigeons as a hobby
অনেকদিন আগে এক গ্রামে এক টুপি বিক্রেতা ছিলেন,অনেকদিন আগে এক গেরামে এক টুপি বিক্রেতা আল্লে,Long ago there was a hat seller in a village
অনেকদিন পরে চ্যানেল আই বকচদ সো বানাইছে । দারিয়ালা বিচারক আর সাথে যেই ছেমড়িটা ছিল দেখে জুতা জুতা পিটানো উচিত বিচারক যারা ছিল তারাই তো এক্টিং করতে পারেনা মোটা চেহারা মেয়ের ওকে দেখলেই মেজাজ খারাপ হয়ে যায় আরো অনেক কিছু লেখার ছিল,অনেকদিন পরে চ্যানেল আই বকচদ সো বানাইছে । দারিয়ালা বিচারক হ্যার সাথে যেই মাইয়াডা আছেলে দেইখ্যা জুতা পিটানো উচিত। বিচারক যারা আছেলে তারাই তো এক্টিং হরতে পারেনা। মোটা চেহারা মাইয়া ওকে দেখলেই মেজাজ খারাপ ওইয়া যায় আরো অনেক কিছু লেখার আছেলে।,
অন্য কোথাও বিয়ে করে ভালো থাকবা তা কীভাবে হয়,অন্য কোনহানে বিয়া কইররা ভালো থাকবা হেইয়া ক্যামনে হয়,How about getting married somewhere else?
অন্যান্য বই পড়েছেন?,অন্য বই পরছেন?,Read other books?
অন্যদিকে আপনার স্বামীও লোক হিসেবে ভাল না,অন্যদিক আমনের জামাইও মানু হিসাবে ভাল না,"On the other hand, your husband is also not good as a person"
অন্যদিকে এতো অন্যায় করার পরও আমার বাবা আর ঐ মহিলা অনেক সুখে আছেন,অন্যদিক এত্তো অন্যায় করার পরো মোর বাফে আর ঐ মাতারি বেমালা সুখে আছে,"On the other hand, my father and that woman are very happy despite doing so much injustice"
অন্যায় দাবি করছে ক্রিকেটাররা অথচ দোষ নাকি বোর্ডের ? বাংলাদেশ মাতালের কারখানায় পরিনত হয়েছে।,অন্যায় দাবি হরছে ক্রিকেটাররা হেরপরেও দোষ নাহি বোর্ডের ? বাংলাদেশ মাতালের কারহানায় ভইরে গেছে।,
অন্যের দোষ সহজেই খুঁজে পাওয়া যায়,অন্যের দোষ সহজেই খুইজ্জা পাওন যায়,It is easy to find fault with others
অপমান করে,অপমান হরে,Insults
অপরাধ করার আগে স্মরণ থাকে না �এবার ফাঁসির কাষ্ঠে ঝুলতে হবে।,"অপরাধ করার আগে বুঝা দরকার, এবার কঠিন শাস্তির মুখোমুখি হতে হবে।",
অপরাধ করে আবার বিচার চাস নিরপরাধরা কি বললে স্যারের কোন দোষ নাই তোমার সাথে স্যার সেক্স করছেতো তাই কারন উনি তোকে মজার রস দিয়েছে,"অপরাধ হরলোি, আবার বিচার চাইস, নিরপরাধরা কি কইলো? স্যারের কোনো দোষ নাই, তুই স্যারের লগে আআছেলেে তাই। কারণ উনি তুকে মজা দেছে।",
অপিসের মেয়েদের না চুদে তুর মারে গিয়া চুদ তুর মা খুশি তুই ও খুশি,অপিসের মাইয়াদের না চুদে তোর মায়রে গিয়া চুদ তোর মা খুশি তুই ও খুশি।,
অপু আপু জয়কে নিয়ে এগিয়ে যাও,অপু আপু জয়কে নিয়ে আগাইয়া যাও।,
অপু আপু জা করেছ সব কিট করেছে শাকিব ত শুধু আছে বাজে বুবলি কে নিয়ে,অপু আপু যা হরছে সব ঠিক হরছে শাকিব ত হুধু আলহে বাজে বুবলি কে নিয়ে।,
অপু আবার ও সাকিব বাইয়ার সাথে থাকে ভালো হবে,অপু আবারও সাকিব ভাইয়ের লগে থাইক্কা ভালো হবে।,
অপু আর সাবনু দুজনেই বেশ্যামাগি,অপু আর সাবনুর দুইজনেই বেইশ্যামাগি।,
অপু একটা খারাপ মেয়ে,অপু এউক্কা খারাপ মাইয়া।,
অপু একটি মাগি,অপু এউক্কা মাগি।,
অপু খুব ভাল মেযে,অপু একছের ভালো মাইয়া।,
অপু খুবালো,অপু একছের ভালো।,
অপু ঠিক বলছেন,অপু ঠিক কইছেন।,
অপু নষটা মাগী ডাইনী শয়তানীর সামীর অভাব নাই এই অপু নষটা সংসার ছাইনা পরুষ ছাই,অপু নষ্টা মাগী ডাইনী শয়তানীর সামীর অভাব নাই এই অপু নষ্টা সংসার চায়না ব্যাডা চায়।,
অপু পাগল,অপু পাগল।,
অপু বিশ্বাস তো ও বলতে পারেন না,অপু বিশ্বাস তোও কইতে পারেন না।,
অপু বিশ্বাস যা বলসে একদম ঠিক,অপু বিশ্বাস যা কইছে এক্কালে ঠিক কইছে।,
অপু বিশ্বাস সাথেও সাকিব খান ছবি ভালো হয় আমি ছবিটি হিটা,অপু বিশ্বাস লগেও সাকিব খান ছবি বালো ওয় মুই ছবিডা হিটা।,
অপু বিশ্বাস সাকিব খানকে আবার চাই,অপু বিশ্বাস সাকিব খানকে আবার চাই।,
আপু বিশ্বাস,অপু বিশ্বাস।,
অপু বড় মাগি আমরা বুবলি চাই,অপু বড় মাগি মোরা বুবলিরে চাই।,
অপু কে ঝারু পিটা করা উচিত মিথ্যা কথা বলার জন্য সে একজন পতিতা ওবায়দুল এর বেড পার্টনার,"অপু-রে ঝাড়ু দিয়া পিটানো উচিৎ—মিথ্যা কতা কইছে, অইটা এউক্কা পতিতা, ওবায়দুলের বেড পার্টনার।",
অপু কে অবশ্যই চাই,অপুকে অবশ্যই চাই।,
অপুতো একটা মাল তার গুধে একটা চুমু চাই,অপুতো এউক্কা মাল তার গুদে এউক্কা চুমা দিতে চাই।,
অপুর চামচা তুই,অপুর চামচা তুই।,
অপুর জন্য অনেক কেঁদেছি আললায় যেন আললায় যেন সাকিব কে ভালো পথে আনে অপু যেন সুখী হয়,অপুর জিন্যে একছের কাঁনছি আল্লায় যেন আল্লায় যেন সাকিব কে বালো পোতে আনে অপু যেন সুখী ওয়।,
অপুর দূধ বড বড,অপুর দুধ বড় বড়।,
অপু মত খারাফ মেয়ের সাথে সংসার করা যায় না,অপুর মতো খারাপ মাইয়ার লগে সংসার করা যায় না।,
অপুকে পতিতার মতো লাগে খানকি মাগি,অপুরে পতিতার মতন লাগে খানকি মাগি।,
আপুকে চাই না শাকিবে সাথে অপু একটা বাজে মেয়ে,অপুুকে চাই না সাকিবের সাতে। অপু এউক্কা খারাপ মাইয়া।,
অপেক্ষা করবো,অপেক্ষা করমু,Will wait
অপেক্ষা করুন,অপেক্ষা করেন,Wait.
অপেক্ষা করো অপুও বিয়ে করবে ওদের কোন ধর্ম আছে যেমন ভারতীয় নায়িকারা যা করছে আপুও করবে সবাই দেখবে,অপেক্ষা করো অপুও বিয়া হরবে ওগোর কোন ধর্ম আলহে যেমন ভারতীয় নায়িকারা যা হরছে অপুও হরবে সবাই দ্যাখবে।,
অপেক্ষার পর পাইলাম ভাইয়া আপ্নার ভিডিও অস্থির হইছে ভাই ���,"অপেক্ষার পর পাইলাম ভাইয়া, আপ্নার ভিডিও একটু অস্থির অইছে ভাই।",
অফিস রুমের পাশে এমন কক্ষ পৃথিবীর কয়টি দেশের আমলা পায়। চুদার জন্য ব্রিটিশরা এসব করেছিল এবং এ ধারা এখনও আছে।,"অফিস রুমের পাশে এমন এউক্কা ঘর, পৃথিবীর কত দেশে এমন আমলা পায়? চুদার জিন্যে ব্রিটিশরা এসব করআছেলে আর এই ধারা এহনো আলহে।",
nan,অফিসে কহোনো দেরি হইর্রো না,Never be late for office.
আবশেষে আওয়ামিলীগের মন্ত্রী বাংলাদেশের সর্ববৃহৎ পাহাড় দুইটা কিনতে সক্ষম হলো��,অবশেষে আওয়ামিলীগের মন্ত্রী বাংলাদেশের সবচেয়ে বড় দুই পাহাড় কিনতে সক্ষম অইলো।,
অবশেষে নিউজ হবে ভেজাল দুধ খেয়ে বাসর রাতে সাবেক মন্ত্রীর মৃত্যু,অবশেষে খবরে আইবো ভেজাল দুধ খাইয়া বাসর রাতেই সাবেক মন্ত্রী মরছে।,
অবশেষে বাংলাদেশের মুসলিমদের চাপে ইন্ডিয়ান গানের পরিবর্তন,অবশেষে বাংলাদেশের মুসলিমদের চাপে ইন্ডিয়ান গানের পরিবর্তন।,
অবশ্যই আপনি নিয়মিত নামাজ পড়ে আল্লাহর কাছে শান্তি প্রার্থনা করতে পারেন,অবশ্যই আমনে পেরতেকদিন নামাজ পইররা আল্লাহর ধারে শান্তি দোয়া করতে পারেন,Of course you can ask Allah for peace by praying regularly
অবশ্য ই বলবো,অবশ্যই কমু।,
অবশ্যই কাসমির,অবশ্যই কাশমির।,
অবশ্যই জাকির নায়েক নির্দোস,অবশ্যই জাকির নায়েক নিদোর্ষ।,
অবস তাদেখে,অবস্থা ডা দেইখ্যা ।,
"অবাক লাগে দেখতে, এই কমেন্টকারী ছাগুদের জন্ম দেবার নির্দেশইই সেদিন পাক সেনারা পেয়েছিলো তাদের কমান্ডারের কাছ থেকে।","অবাক লাগে দেখতে, এই কমেন্টকারী ছাগুদের জন্ম দেবার নির্দেশই সেদিন পাক সেনারা পেয়েআছেলেো তাদের কমান্ডারের কাছ থেইক্কা।",
অবাক হয়ে গেছিলাম,অবাক হিয়া গাল্লাহম,
অবাক হয়ে গেছিলাম,অবাক হিয়া গাল্লাহম,Was surprised.
nan,অবিশ্বাস্য এডা কি সয়ত্য,Incredible! Is it true?
অভদ্র মুরিদ�,অভদ্র মুরিদ।,
অভাব থেকে মানুষের প্রকৃতপক্ষে এটাই ধ্যান ধারণা হয়।,অভাব থেইকা মানুের প্রকৃতপক্ষে এটাই ধ্যান ধারণা অয়।,
অভিনন্দন রাজশাহী রয়েলসের জন্য শুধুমাত্র রাসেলের জন্য রাজশাহীর কাপ পেয়ে গেল।,অভিনন্দন রাজশাহী রয়েলসের জিন্যে শুধুমাত্র রাসেলের জিন্যে রাজশাহীর কাপ পাইয়া গেল।,
অমানুষ একটা কিছু বলার ভাষা নেই কঠিন বিচার হওয়া দরকার,অমানু এউক্কা কিছু কওয়ার ভাষা নাই কঠিন বিচার হওয়া দরকার।,
অমানুষ ছেলে পরে তার জন্য তোলা রইল তার ছেলে তাকে দিবে,অমানু পোলা পরে তার জিন্যে তোলা থাকলো তার পোলা তাকে দেবে।,
অমিত সাহা ওর দিলীপ ঘোষ এর কি বাপের দেশ দিলীপ ঘোষের বাপে রাইন্স,অমিত সাহা ওর দিলীপ ঘোষ এর কি বাপের দ্যাশ দিলীপ ঘোষের বাপে রাইন্স।,
অমিত হাশাকে ফাশি চাই মদিকে জুতা মারি,অমিত হাশানকে ফাশি চাই মোদিরে জোতা মারি।,
অমিতাভ বচ্চনকে নিয়ে এমন আলোচনা ঠিক না,অমিতাভ বচ্চনকে নিয়ে এইরহম আলোচনা ঠিক না।,
অযোধ্যা র রায় সঠিক,অযোধ্যার রায় সঠিক।,
ওর আর আমার স্কুল ফ্রেন্ডরা সব জানত,অর আর মোর ইস্কুল ফ্রেন্ডরা ব্যাবাক জানতে,His and my school friends knew everything
"ওর ধন কেটে দিয়ে,খেলাতে দেওয়া দরকার।তানাহলে আবার মাগিগো নিয়া আবার মাগি খেলা করবে।",অর ধোন কাইট্টা দিয়া খ্যালতে দেওয়া উচিৎ। নাইলে আবার মাগিগো লইয়া আবার মাগি খ্যালা হরবে।,
"ওরা আপনাকে কিভাবে চায়, ওদের মতো হবার চেষ্টা করুন","অরা আমনেরে ক্যামনে চায়, অগো মতো হওনের চেষ্টা করবেন","How they want you, try to be like them"
ওরা বাবা খাইছে নাকি,অরা কি বাবা খাইছে,
ওরা জন মিলে তাসকিনের থাপ্রাইলে ভিডিওটি আরো ভাল হত।আবালের দলগুলো।,অরা কয়জন মিল্লা তাসকিনরে থাপরাইলে ভিদিওডা আরো ভালো হইতে। আবালের দলগুলা।,
এরা জানোয়ার মানুষ না,অরা জানোয়ার মানু না।,
ওরে এভাবে অত্যাচার করার অধিকার কে দিয়েছে আমার কাছে তুই আয় তোর নেতামি তোর হুগার মদ্ধে ধুকাবো সালারপুত ��,"অরে এইরহম অত্যাচার করার অধিকার কেডা দেছে মোর ধারে তুই আয়, তোর নেতামি তোর হোগার মধ্যে ঢুকাইয়া দিমু হালারপোহালা।",
অরে জানোয়ার শুয়োরের বাচ্চা তোরা জীবনে মরবি নাহ,অরে জানোয়ার শুয়োরের বাচ্চা তোরা জীবনে মরবি না।,
অরে জুতা মার আগে তার পর কথা,অরে জোতা মার আগে পরে কতা।,
অরে পাইলে জ্যাতা কুপতাম,অরে পাইলে জ্যাতারেপাইতাম।,
অরে বাপ্পী তুই একটা চুদিরভাই তুই একটা কুত্তা তুই একটা গাধা তরে নায়ক বানাই ছিল কেরে না তুই তো একটা নায়িকা,অরে বাপ্পী তুই এউক্কা চুদিরভাই তুই এউক্কা কুত্তা তুই এউক্কা গাধা তরে নায়ক বানাই আছেলে কিজিন্যে। না তুই তো এউক্কা নায়িকা।,
আরে! এর মধ্যেই দেখি বিজয় মিছিল শুরু হয়ে গেছে,অরে ব্যাডা এইয়ার মইধ্যেই দেহি বিজয় মিছিল শুরুহইয়া গ্যাছে,"Hey! In the meantime, I see the victory procession has started"
অসংখ্য ধন্যবাদ আপনাকে ভাই আমার অনেক প্রিয় আজহারী হুজুর,"অসংখ্য ধন্যবাদ আপনাক ভাই, মোর অনেক প্রিয় আইজহারী হুজুর।",
অসভ্য জানোয়ার শালা,অসভ্য জানোয়ার হালা।,
অসাধারণ করে লিখেছেন,অসাধারণ কইরা ল্যাখছেন,Wonderfully written
অসাধারণ।ফিছ,অসাধারন পিছ।,
অসহায় বোধ করছি,অসায় বোধ করতেআছি,I feel helpless
অসুখে তিনি কয়েক বছর ভুগেছিলেন,অসুখে হ্যায় কয়েক বছর ভোগছে,He suffered from illness for several years
অসুস্থ হয়ে পড়েছিলাম,অসুস্থ হইয়া পড়ছেলাম,
অসুস্থ হয়ে পড়েছিলাম,অসুস্থ হইয়া পড়ছেলাম,Was sick.
nan,অস্তে অস্তে কতা ক,speak slowly
nan,অস্তে কতা কও,speak slowly
অস্থির হইছে ভাই কুত্তার বাচ্চারা যেভাবে পোলা গুলারে অপমান করছে আমি থাকলে ওগো জুতা দা বাড়িতে জায়গায় দাড়ায়,অস্থির হইয়া গেছি ভাই কুত্তার পোলাপান যেভাবে ছেলেপুলারে অপমান করতাছে মুই থাকলে অগো জোতা দিয়া মাথা ফাটাইতাম বাড়ির মাঝখানে দাড়ায়।,
অহাংকার মানুষের পতনের মূল,অহংকার মানুর পতনের মূল।,
nan,অ্যাহা তুই দি কসাই হায় তোরে ডাক্তার কয় কেডা,"Ah, you are sick, did the doctor check you?"
তুই ডাক্তার,"অ্যাহা তুই দি কসাই হায়,তোরে ডাক্তার কয় কেডা",You’re a doctor
ও ঠিকই বলেছে,অয় ঠিকই কইছে,He is right
ও ঢাকা থেকে গ্রামে গিয়েছিল,অয় ঢাকা গোনে গেরামে গ্যাল্লেহ,
ও বোঝে না আমার ঠেকা নাই বুঝানোর,অয় বোঝেনা মোর ঠ্যাহা নাই বুঝাইন্নার,"He doesn't understand, I can't stop him from explaining"
ও আমার সাথে এটা করছে আমিও ওর সাথে এটা করবো,অয় মোর লগে এরহম করছে মুইও অর লগে এইডা করমু,He's doing it to me and I'm going to do it to him
ও আমাকে কোন কাজে সাহায্য করে,অয় মোরে কোন কামে সাহাইয্য করে না,He helps me in some work
তার চেয়ে বড় বড় চুর ডাকাত দেশে এখন মহামান্য হয়ে আছে,অয়ার চাইতে বর বরো চোর ডাহাইত দ্যাশে এহন মহামান্য অইয়া আলহে।,
"আ*দা গর্তযোদ্ধার মুখে এইসব ম্যা ম্যা ডাক আর কেউ শুনতে চায় না,বমি আসতেছে তোর লেখা দেখে। �","আ*দা গর্তযোদ্ধার মুখে এইসব ম্যা ম্যা ডাক আর কেউ হূনতে চায় না,বমি আইতেছে তোর লেহা দেহে।",
আয় হালারপুত আওয়ামী লীগের পা চাটা গোলাম,আই হালারপুত আওয়ামী লীগের পা চাটা গোলাম।,
আচ্ছা এই ঘটনাটা কোথায় ঘটেছে আসলে আমরা যে কোথায় আছিহায় রে মানুষ শালা বাইনসুদের বাচ্চা,আইচ্ছা এই ঘটনাটা কোম্মে ঘটছে আসলে মোরা যে কোম্মে আছি হায় রে মানু হালা বাইঞ্চোদের বাচ্চা।,
আচ্ছা ভারত থেকে পর্ণ স্টার হোতে গালে কি কি করতে হবে আমি হতে চাই আমার মোতো কে কে আছো�নিচে একটি লাইক ও কমেন্ট দিবেন,আইচ্ছা ভারত থেইক্কা পর্ণ স্টার অইতে গেলে কি কি হরতে অইবে মুই অইতে চাই মোর নাহান কে কে আছো নিচে এউক্কা লাইক ও কমেন্ট দেবেন।,
আচ্ছা সেফুদাকে কি আনা যায়না এহন বাংলাদেশে,আইচ্ছা সেফুদারে কি আনা যায়না এহন বাংলাদেশে।,
আচ্ছা উনি কি কোটায় নিয়োগ পাওয়া কেউ কি বলতে পারেন.?,আইচ্ছা হ্যায় কি কোটায় নিয়োগ পাইছে কেউ কি কইতে হারেন?,
আইছে আবার গণিত প্রসব করিতে,আইছে আবার গণিত পয়দা হরতে।,
আজ থেকে আর কখনো বাংলাদেশের ক্রিকেট খেলা দেখবোনা।,আইজ অইতে আর কহোনো বাংলাদেশের ক্রিকেট খেলা দেখমু না।,
"অাজ অনেকদিন পর মনটা কেঁদে উঠলো। লোকটা সারা জীবন শুধু অামাদের দিয়েই গেছে, তার বিনিময়ে অামরা তাকে দিয়েছি রক্তাক্ত ৭ই মার্চের পাঞ্জাবী!!!"" বহুদিন যাবত বড় লজ্জায় অাছি, শোকে অাছি, কষ্টে অাছি!!!""","আইজ অনেকদিন পর মনডা কাইন্দা ওডছে। লোকডা সারা জীবন শুধু মোদের দিয়েই গ্যাছে, তার বিনিময়ে মোরা তাকে দিছি রক্তাক্ত ৭ই মার্চের পাঞ্জাবী! বহুদিন যাবত বড় লজ্জায় আছি, শোকে আছি কষ্টে আছি।",
nan,আইজ আর কাম হরতে মোল্লায় না,I don't want to work today.
অ্যাজ ইউজুয়াল ছাগু ম্যাতকার শুরু হয়ে গেছে। ছাগু ম্যাতকারের বিনোদন উপভোগ করার জন্য জাফর ইকবাল স্যারের পোষ্ট একটা আদর্শ জায়গা।,আইজ ইউজুয়াল ছাগু ম্যাতকার শুরু হরছে গেছে। ছাগু ম্যাতকারের বিনোদন উপভোগ হরার জিন্যে জাফর ইকবাল স্যারের পোষ্ট এউক্কা আদর্শ জায়গা।,
আজ অনেক মজা হল,আইজ একছের মজা হইছে,Today was a lot of fun
nan,আইজ কয় তারিখ,What’s the date today?
আজকে কতো তারিখ?,আইজ কয় তারিখ?,What is today's date?
আজ গরিব বলে কেউ আমাকে ভালবাসে না,আইজ খয়রাতি দেইখ্যা কেউ মোরে ভালোবাসে না,
"আজ গরিব বলে পৃথিবীতে থাকি,বড়লোক হলে মঙ্গল গ্রহে থাকতাম","আইজ গরীব দেইখ্যা পিরথিবিতে থাহি, বড়লোক হইলে মঙ্গল গ্রহে থাকতাম","Today I live on earth as a poor person, if I were rich I would live on Mars"
আজ চট্টগ্রাম মানুষের অবস্থার কারন আমাদের মাজে প্রিয় নেতা নেই,আইজ চট্টগ্রামের মানুর অবস্থার কারণ মোদের মাঝে প্রিয় নেতা নাই।,
আজকে জন্মদিন,আইজ জন্মদিন,Today is my birthday.
আজকে জুম্মার দিন,আইজ জুম্মার দিন,Today is Jumma day
আজকে তোমার ভাইকে দেখলাম,আইজ তোমার ভাইরে দেখলাম,Today I saw your brother
আজকে তোমার ভাইকে দেখলাম,আইজ তোমার ভাইরে দ্যাখলাম,I saw your brother today
আজ তোমার কন্যাকে নিয়ে সারা বই মেলা ঘুরেছি কিন্তু কোনো আনন্দ পায়নি,আইজ তোমার মাইয়া লইয়া হারা বইমেলা ঘুরছি তয় কোনো সুখ পাই নাই,"Today I went around the book fair with your daughter, but did not get any joy"
আজকে তোমায় দেখতে আসবে?,আইজ তোমারে দ্যাখতে আইবে?,Will you come to see me today?
আজকে দুপুরে আমাদের দাওয়াত আছে,আইজ দুফারে মোগো দাওয়াত আছে,We have an invitation today at noon.
আজ পর্যন্ত দেখলাম না ক্লাস নাইনে পড়ে সেনাবাহিনীতে চাকরি পেতে সার্টিফিকেট ছাড়া সেনাবাহিনীতে গেছে বোকা আবালের মত কথা বলে,আইজ পর্যন্ত দ্যাকলাম না ক্লাস নাইনে পড়ে সেনাবাহিনীতে চাহরি পাইতে সার্টিফিকেট ছাড়া সেনাবাহিনীতে গ্যাছে বোকা আবালের মত কতা কয়।,
আজ পাকিস্তান ও বাংলাদেশ ভারতের থেকে আলাদা হয়ে যদি ইসলামিক রাষ্ট্র প্রতিষ্টা করতে পারে তাহলে ভারতবর্ষের হিন্দু রাষ্ট্র হতে দোষ কোথায় এটাই তো স্বাভাবিক নয় কি,আইজ পাকিস্তান ও বাংলাদেশ ভারতের থেইক্কা আলাদা অইয়া যদি ইসলামিক রাস্ট্র প্রতিষ্ঠা হরতে পারে তাহইলে ভারতবর্ষের হিন্দু রাষ্ট্র অইতে দোষ কোম্মে? এইডাই স্বাভাবিক নয় কি?,
আজকে প্রায় ৮ দিন পানি নেই,আইজ পেরায় ৮ দিন পানি নাই,Today there is no water for about 8 days
আজ বমি আসছে না???? নাকি বেশি করে বমির ট্যাবলেট গিলেছেন???,আইজ বমি আইতেয়াছে না? নাহি বেশি হইর‍্যা বমির ট্যাবলেট গিলছেন?,
আজ সকালে ফুটবল খেলেছি,আইজ বেইন্ন্যা কালে ফুটবল খেলেছি,Played football this morning
আজকে ভাইকে দেখলাম,আইজ ভাইরে দেখলাম,Saw brother today
আজ ম মনে হলো কেনো ছেলে হয়ে জন্ম নিলাম চোখের পানি ধরে রাখতে পারলাম না,আইজ মনে অইলো কোনো পোলা অইয়া পয়দা অইলাম। চোকের পানি ধইর‍্যা রাকতে হারলাম না।,
